Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06796160,USD[3.0000000000000000]
06796240,"BTC[0.0000895317600000],USD[0.0000000160968695],USDT[0.0000000075579436]"
06796262,TRX[0.0000110000000000]
06796300,EUR[0.0000000142811870]
06796306,"LTC[0.0001273100000000],USD[0.0004873548736910],XRP[0.0000000011000000]"
06796312,"AUD[0.0000064043780419],USDT[0.9413394300000000]"
06796379,BTC[0.0000000039400000]
06796410,"APE[0.0000457000000000],BAO[6.0000000000000000],DENT[3.0000000000000000],ETHW[0.0000365800000000],GHS[0.3465485748637067],KIN[2.0000000000000000],UBXT[1.0000000000000000],USDT[0.0000000006610350]"
06796429,"KIN[1.0000000000000000],USDT[0.0000000048932717]"
06796431,USD[64.9232794691342475]
06796439,"USD[0.70882265500000000000000000],XRP[47.3857780000000000]"
06796474,"KIN[1.0000000000000000],SAND[0.0000000005226925],TRX[0.0001060000000000],USD[0.0000000068988028],USDT[2.4330410000000000]"
06796483,"GBP[0.1000000000000000],USD[0.0099243312000000]"
06796489,USDT[0.0000000005910990]
06796497,"ETH[0.0000000001009297],ETHW[0.0000000112380525],FTT[0.0748087500000000],TRX[0.0000220000000000],USD[0.0000000090992459],USDT[0.0000000750526272]"
06796498,"FTT[150.0535904800000000],USD[769.4004643250183728],USDT[243.3300000116495692]"
06796527,USDT[11.4000000000000000]
06796536,"AKRO[1.0000000000000000],ALGO[32.6380624300000000],BAO[3.0000000000000000],BTC[0.0664931500000000],ETH[0.6745926500000000],EUR[0.0079872900000000],KIN[7.0000000000000000],TRX[3.0000000000000000],USD[0.0001265431983098]"
06796561,"AKRO[1.0000000000000000],BAO[1.0000000000000000],KIN[3.0000000000000000],LTC[0.1289704800000000],TONCOIN[176.8165787000000000],TRX[1.0000000000000000],UBXT[1.0000000000000000],USD[0.0000000096555479]"
06796562,EUR[0.0000000092822997]
06796577,NEAR[0.0000010000000000]
06796631,USD[0.0000000010175703]
06796660,"BTC[0.0002101694692520],ETH[0.0000000041113974],HNT[0.0000076606150000],USD[0.0008956763750842]"
06796673,"BRZ[1369.0044318900000000],USDT[0.1323970283854613]"
06796679,TRX[0.0002270000000000]
06796708,USD[0.0000000063625513]
06796713,"USD[-1.6417981616000000],USDT[2.6363260000000000]"
06796719,"BTC[0.0000000030889165],DOGE[0.0000000022930374],TRX[0.0000250032166390],USD[0.0000668715375334],XRP[0.0000000079102128]"
06796887,"AAPL[0.0500560400000000],BAO[4.0000000000000000],BTC[0.0010149800000000],ETH[0.0138117700000000],TRX[1.0000000000000000],USD[0.0000000328765909],XRP[0.0002727600000000]"
06796931,USDT[6.6820240000000000]
06796976,FTT[1.2168969500000000]
06796996,"BRZ[4.9278436500000000],BTC[0.0985000000000000]"
06797000,"TRX[0.0000090000000000],USDT[0.0782360091215700]"
06797006,"ETH[0.0000664700000000],USD[0.0383140374941192],USDT[0.0000000027742086]"
06797027,"BTC[0.0001000000000000],USD[21.1035332335000000]"
06797064,USDT[0.2000000000000000]
06797108,"USD[0.0006005533250000],USDT[0.0000000048154840]"
06797124,USD[0.0000000026954507]
06797137,USDT[0.0926858600000000]
06797139,USD[0.3063477746071797]
06797148,"BTC[0.0132000000000000],ETH[0.0010000000000000],ETHW[0.0340000000000000],USDT[66.9840726234940000]"
06797149,"BTC[0.0000000066812844],DENT[1.0000000000000000],KIN[1.0000000000000000]"
06797170,"BNBBULL[10.0000000000000000],BULL[4.0950000000000000],EOSBULL[63600000.0000000000000000],ETHBULL[300.3600000000000000],MATICBULL[1001100.0000000000000000],TRX[0.0100600000000000],USD[0.0006871101000000],USDT[5.0344682125000000],XRPBULL[2630000.0000000000000000]"
06797176,USDT[7.3037530000000000]
06797201,USD[360.0373472494631424]
06797211,USD[0.0041413902432073]
06797252,"TRX[0.3432300000000000],USDT[7.4286837787500000]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06797254,"BNB[0.0000000142618988],LTC[0.0000000056451550],TRX[0.0000090064983709],USDT[0.0000000007428098]"
06797287,USD[19.4328029752125000]
06797306,"BAO[1.0000000000000000],BTC[0.0007505400000000],ETH[0.0195614330924468],KIN[3.0000000000000000],NEAR[0.0000375600000000],SOL[0.0000003300000000],USDC[58.7469539500000000],USDT[60.7663108718083353]"
06797325,"BTC[0.0000000100000000],ETH[0.0000000000647791],USDT[0.0000119465373975]"
06797366,"USD[0.0661619772954624],USDT[0.0444020964182224]"
06797390,USD[0.0006650700000000]
06797392,SOL[0.5000000000000000]
06797399,"USD[0.0015785426000000],USDT[0.8200000000000000]"
06797414,"BAO[1.0000000000000000],KIN[1.0000000000000000],USD[0.0069509093380935]"
06797439,"AKRO[1.0000000000000000],BAO[7.0000000000000000],BAT[1.0000000000000000],DENT[2.0000000000000000],DOGE[0.0467612600000000],ETHW[0.2434550500000000],GBP[0.7371307066975693],KIN[9.0000000000000000],UBXT[2.0000000000000000],USD[0.8101601586357872]"
06797468,"FTT[0.0018095243281190],USD[0.0000095782560409],USDT[0.0000000033916701]"
06797474,"BNB[0.0000000058089400],SHIB[2452.9844644300000000],USDT[8.1856964515855754]"
06797492,"AKRO[1.0000000000000000],AUD[0.0000002405380575],BAO[3.0000000000000000],KIN[6.0000000000000000],TRX[2.0000000000000000],UBXT[2.0000000000000000],USD[0.0000004694885697]"
06797509,USD[0.1924481000000000]
06797534,"DENT[1.0000000000000000],KIN[1.0000000000000000],UBXT[1.0000000000000000],USD[0.0060125258267300],USDT[998.3182131500000000]"
06797535,BCH[0.0020000000000000]
06797575,"USD[0.0000000065931102],USDT[128.2317579199967662]"
06797580,"TRX[0.0165680000000000],USDT[0.0227408250000000]"
06797586,USD[0.0000000094739364]
06797609,"BTC[0.0000630600000000],FTT[9.9045925500000000],GAL[0.0860231600000000],GALA[2.1326568700000000],USD[0.0014833740000000],USDT[143.8213712386000000]"
06797612,"AKRO[1.0000000000000000],AUD[0.0000463685983373],BTC[0.0076884300000000],ETH[0.3493165772930000],USD[0.0000007176580428]"
06797631,"BUSD[40258.9417317400000000],NFT (498916986547992853)[1]"
06797661,BTC[0.0510000000000000]
06797665,"USD[74.9829788833242100],USDT[1477.5482818900000000]"
06797710,"DOGE[19349.9800164200000000],ETH[0.1165298100000000],ETHW[0.1153999600000000],SHIB[4995076.5474353100000000]"
06797713,XRP[15.0000000000000000]
06797715,"DOGE[0.0711089200000000],TRX[0.0000170000000000],USDT[1024.0555868500000000]"
06797718,BTC[0.0000000150000000]
06797730,"BAO[2.0000000000000000],TRX[0.0000460000000000],USD[0.0000000416035590]"
06797737,"BTC[0.0008938669489009],USD[0.0000002256604099]"
06797741,EUR[0.0000000174112729]
06797746,"AAVE[4.5854131300000000],BTC[0.0074318100000000],DOT[5.0673629400000000],ETH[0.8564381000000000],ETHW[0.8560783800000000],SOL[4.3805126900000000]"
06797754,"BNB[0.0000041597532200],MATIC[0.0000000297200000],TRX[0.0009445500000000],USDT[4.9464847393960838]"
06797762,BUSD[145.2570159400000000]
06797775,"MATIC[0.0073214500000000],USDT[0.0000000032512871]"
06797804,"BAO[1.0000000000000000],USD[0.0000000097882702],USDT[0.0000000048441312]"
06797817,"BTC[0.0000000046663000],TRX[0.0020100000000000]"
06797845,"BTC[0.0085621400000000],XRP[986.0000000000000000]"
06797863,"BNB[0.0000000041246400],USD[0.0000034884553850],USDT[7.9448097371760367]"
06797877,"USD[0.0083795130000000],USDT[0.1000000000000000]"
06797892,"AVAX[2.0327213000000000],BAO[1.0000000000000000],BTC[0.0074974900000000],DENT[1.0000000000000000],ETH[0.1308088900000000],TRX[1.0000000000000000],UBXT[1.0000000000000000],USD[0.0019636732838614]"
06797915,"LTC[0.0080000000000000],TRX[0.4587070000000000],USD[0.0048295643186162],USDT[0.0009680047555334]"
06797922,"FTT[0.6998600000000000],NFT (410711549810140588)[1],NFT (532272566719688371)[1],USDC[9.2975274600000000]"
06797934,"USD[1.0617969082685873],USDT[0.0000000042096263]"
06797945,USD[1200.0000000000000000]
06797949,"MATIC[0.6047429981723733],USD[0.5704901421162861],USDC[98035.4939777300000000]"
06797980,"TRX[0.0000120000000000],USDT[8.0000000000000000]"
06797984,"USD[60.77627834000000000000000000],USDT[100.0000000000000000]"
06797997,"BNB[0.0000000081015106],BTC[0.0000000100000000]"
06798044,AUD[120.6881487040000000]
06798049,"APE[20.0044816600000000],BAO[1.0000000000000000],DOGE[1000.1493700000000000],DOT[0.0962000000000000],ETH[0.2796154500035040],ETHW[0.2796154500035040],HNT[0.0036121600000000],LTC[1.9996200000000000],MANA[199.9620000000000000],MATIC[159.9724159800000000],SAND[200.0145000000000000],SOL[9.0063900000000000],USD[-18.56966209418385570000000000],XRP[399.9240000000000000]"
06798059,USD[10.0000000000000000]
06798069,"MATIC[0.0000000084872500],TRX[0.0000120000000000]"
06798090,TRX[0.0000150000000000]
06798107,USD[14.7197553469849632]
06798157,AUD[0.0033676061731594]
06798171,"ETH[0.0000107700000000],ETHW[1.1799939200000000],XRP[0.0488455700000000]"
06798190,"BAO[3.0000000000000000],BTC[0.0052690700000000],KIN[2.0000000000000000],SOL[0.0000000837002700],USD[0.0000000162453875],USDT[0.0000176336911743]"
06798207,"FTT[3.9992000000000000],HT[10.0000000000000000],LINK[16.5967796000000000],LTC[0.9998000000000000],RSR[100.0000000000000000],SHIB[300000.0000000000000000],SPELL[1000.0000000000000000],TRX[0.0000130000000000],USD[17.6189304310000000],USDT[0.2981520000000000]"
06798227,USD[0.0009081788000000]
06798285,"BIT[2435.0000000000000000],DOGE[9387.1222000000000000],ETH[0.1370000000000000],SOL[33.7300000000000000],TRX[15563.0000140000000000],USD[0.2113241206337303],USDT[95990.4377964818379386]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06798293,BTC[0.0009994400000000]
06798309,APE[2524.4542349800000000]
06798360,USDT[0.0927923700000000]
06798387,AUD[0.0000000068956015]
06798394,"GST[0.0051396000000000],TRX[1.4300030000000000],USD[0.0096536900000000],USDT[9.5845618706272839]"
06798399,"AKRO[10.0000000000000000],AUD[0.0007162359122229],BAO[77.0000000000000000],DENT[8.0000000000000000],ETHW[0.4237063500000000],KIN[84.0000000000000000],MATIC[1.0000000000000000],RSR[3.0000000000000000],TRX[18.0083672000000000],UBXT[6.0000000000000000],USD[2235.3094160389581036]"
06798404,"EUR[0.0000000462580089],USDT[0.0316307600000000]"
06798413,"ETH[0.0004223700000000],ETHW[0.0004223700000000],KIN[1.0000000000000000],USD[0.0422956706119692],USDT[0.0079854157500000]"
06798422,"AUD[1.4233146080000000],BTC[0.3510000000000000]"
06798424,"ETH[0.0006853600000000],USD[1345.8397528186180723],USDT[59.4158822731456280]"
06798427,USD[0.0000000416537914]
06798439,"GBP[0.0264786849393250],USDT[0.0000000001360885]"
06798449,"AUD[3.0040000000000000],BTC[0.0011997720000000]"
06798463,"USD[5.0548473400000000],USDT[45.7358104363743427]"
06798472,"AUD[0.0801472006762762],USD[0.0000000105214829]"
06798502,USDT[2.0000000000000000]
06798521,"BAO[1.0000000000000000],BTC[0.0013994900000000],ETH[0.0399997500000000],ETHW[0.0399056400000000],KIN[1.0000000000000000],USD[0.0000067848224070]"
06798525,"EUR[0.9900000000000000],USD[0.0030521688000000]"
06798542,"AKRO[1.0000000000000000],AUD[0.0001527136085801],BAO[1.0000000000000000],BTC[0.0000015000000000],DENT[3.0000000000000000],KIN[1.0000000000000000],RSR[1.0000000000000000],TOMO[1.0000000000000000],UBXT[1.0000000000000000]"
06798552,"TRX[0.0017898500000000],USDT[0.0000000006370832]"
06798553,USD[0.0080222360000000]
06798561,AUD[0.0023460052848250]
06798582,USD[0.0098785333000000]
06798663,USDT[1.3002234560000000]
06798688,XRP[169100.4769920100000000]
06798689,USD[0.0010186468000000]
06798723,USD[856.5522978602269100]
06798734,"GBTC[71.0964891000000000],TRX[0.6774370000000000],USD[0.8762914206250000]"
06798736,USDT[106.9743880400000000]
06798782,"TRX[0.0003880000000000],USDT[147.5096159320000000]"
06798821,AUD[0.1216456830484668]
06798823,USD[0.0000063981576210]
06798824,TRX[0.0000010000000000]
06798841,"EUR[0.0000000057420388],USD[0.0040965745921516]"
06798870,TRX[0.0012000000000000]
06798880,USD[5.0000000000000000]
06798897,"TRX[0.2510620000000000],USDT[0.0000000029125000]"
06798903,"USD[9.7554887100000000],USDT[0.0000000059563368]"
06798912,USD[0.0076670500000000]
06798915,USDC[98.8857146900000000]
06798918,"TRX[172.9942000000000000],USD[0.0000254460000000],USDT[1397.1828623802500000]"
06798938,EUR[3000.0000000000000000]
06798974,"DOGE[0.0367607300000000],TRX[0.0000140000000000],USDT[11.5715310044095823]"
06798995,"USD[0.0093404229000000],USDT[0.0500000000000000]"
06799030,EUR[0.0000000081874662]
06799058,"EUR[0.4200000133067854],USD[0.0060085252000000]"
06799074,USDT[50.0000000000000000]
06799088,"BAND[0.0000000026721183],BTC[0.0000000026474836],DOGE[0.0000000063787985],FTT[0.1944000000000000],MATIC[0.0000000058906368],SUN[0.0009714000000000],TRX[2.6818930015900996],USD[27.81034776425883160000000000],USDT[0.0134280109445849]"
06799114,LTC[7.2427310600000000]
06799117,"USD[0.0000000097735814],USDT[0.0000000057256732]"
06799132,"BAO[1.0000000000000000],USD[0.0036393190835211],XRP[74.6212480100000000]"
06799150,"AKRO[4.0000000000000000],BAO[4.0000000000000000],DENT[2.0000000000000000],EUR[0.0000000945970066],HXRO[1.0000000000000000],KIN[4.0000000000000000],TRX[3.0000000000000000],UBXT[2.0000000000000000]"
06799152,"AUD[0.0082603423750058],BTC[0.0000053800000000]"
06799158,"AUD[0.6661942950060572],BAO[3.0000000000000000],DENT[4.0000000000000000],ETH[10.2846553745309670],FIDA[1.0000000000000000],FTT[0.5936534800000000],HXRO[1.0000000000000000],IMX[7507.1452859786142750],KIN[1.0000000000000000],LINK[200.0000000062261268],RSR[1.0000000000000000],SUSHI[5.2357017390000000],SXP[1.0000000000000000],TRX[6.0000000000000000],UBXT[4.0000000000000000],USD[900.0000029952478389]"
06799162,"USD[0.0093730999000000],USDT[0.4100000000000000]"
06799167,"AVAX[0.0010000000000000],BTC[0.0000691000000000],SOL[0.0501000000000000],USD[1.4919349750000000]"
06799172,"AKRO[1.0000000000000000],BAO[2.0000000000000000],KIN[2.0000000000000000],UBXT[2.0000000000000000],USD[0.0031828302280985],USDT[0.0000000139041874]"
06799204,"USDC[600.0000000000000000],USDT[300.0000000000000000]"
06799218,USD[0.0004328205000000]
06799223,"ETH[0.0000000031655257],USD[0.0000000027440675],USDT[4.7100000093542256]"
06799225,USDT[0.0040000000000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06799226,"TRX[0.0000000029659904],USDT[0.0000182216216220]"
06799238,"BAO[1.0000000000000000],USDT[0.0004497006078120]"
06799240,"TRX[0.0000300000000000],USDT[0.0000654840212958]"
06799243,"EUR[0.0000000140919896],USD[0.0005049299750000]"
06799244,AUD[0.0001090397731365]
06799250,"BAO[1.0000000000000000],BTC[0.0007571500000000],USD[0.0001293655872955]"
06799289,"TRX[0.0000010000000000],USD[0.2550000041804180],USDT[0.0000000030985582]"
06799372,"BNB[0.0000000022690601],TRX[0.0000240000000000],USDT[0.0000000051388508]"
06799373,USD[0.0094494888000000]
06799382,USDT[17842.2235888400000000]
06799401,USD[0.0059919630000000]
06799406,EUR[0.0000000172749911]
06799412,"TRX[0.0107980000000000],USDT[30.8120175000000000]"
06799422,"LEO[0.0984600000000000],USD[0.1992396680000000],USDT[0.0080242726894428]"
06799429,"ETH[0.0000002500000000],ETHW[0.0000002500000000],TRX[0.0130570000000000],USDT[0.0852002213369990]"
06799446,"ATOM[0.0036690000000000],BTC[0.0000000006000000],BTT[0.0000000100000000],DMG[0.0006800000000000],USD[0.0035741118317676]"
06799460,"HMT[3689.4120000000000000],TRX[0.0000020000000000],UMEE[46960.0000000000000000],USD[0.0106962300000000],USDT[0.0000000164297257]"
06799467,"TONCOIN[1.0000000000000000],TSLA[1.9000000000000000],UBXT[1.0000000000000000],USD[1.7095442617850750],USDT[0.0000000066337187]"
06799497,AUD[0.0000000236740813]
06799513,USD[10.0000073951100020]
06799515,"ETH[0.0007248500000000],FTT[25.0395371900000000],USD[93638.1248782748741617],USDT[0.0000000085141988],XRP[0.2273100000000000]"
06799516,USDT[24.5111531242130530]
06799547,"EUR[0.4635081200000000],USDT[0.2232601600000000]"
06799548,"FTT[0.7985656436201475],TRX[0.3165070000000000],USD[0.0000489321591797],USDT[57.8598244920601915]"
06799559,"SNX[0.0972800000000000],USD[0.1205022321952600]"
06799578,USDT[0.0001213896898401]
06799615,"BNB[0.0000017500000000],LTC[0.0000000045792532],MATIC[0.0000000042802739],USD[0.0000000003745761],USDT[0.0000000859612733]"
06799637,"KIN[1.0000000000000000],LTC[0.0000000100000000],USD[17.7079155143044656]"
06799641,"ATLAS[8.2880000000000000],AVAX[0.0995000000000000],BTC[0.0000510632500000],ETHW[0.1290000000000000],GALA[9.8040000000000000],MATIC[9.9880000000000000],SHIB[99360.0000000000000000],SOL[0.0096940000000000],USD[742.1454890675000000],USDT[0.7956740025000000],XRP[0.7312000000000000]"
06799643,USD[4930.9497111451950000]
06799646,AUD[0.0001042514807012]
06799692,"TRX[0.0000090000000000],USDT[1.1215810000000000]"
06799716,"TRX[0.0000010000000000],USD[0.0000000042613668],USDT[600.0360065320000000]"
06799718,SOL[0.0000020400000000]
06799745,USD[0.0021980366000000]
06799755,"APT[0.0000000023400555],ETH[0.0000000100000000]"
06799756,"TRX[0.0000280000000000],USD[0.0112203223500000],USDT[0.6238643500000000]"
06799762,"AKRO[1.0000000000000000],BAO[1.0000000000000000],CHF[0.0022977486794348],FTT[6.3364639900000000],KIN[2.0000000000000000],USD[0.0162420810667517],USDT[126.5029070208394896]"
06799787,USD[4718.6279916827750000]
06799789,USD[0.8653383100000000]
06799805,AUD[2.3436994555000000]
06799810,USD[0.0048355767000000]
06799816,"EUR[24.0000000000000000],USD[0.0088031563000000]"
06799829,"BRZ[0.2324340400000000],BUSD[1414.5354370900000000],LINK[0.0811800000000000],USD[0.0000000095000000]"
06799830,"DENT[3.0000000000000000],EUR[0.1712557755570650],KIN[1.0000000000000000],USDT[1.0468894100000000]"
06799842,"BTC[0.0003538800000000],DOGE[32.3827760100000000],ETH[0.0041967000000000],ETHW[0.4064794900000000],FTM[17.9445322100000000],USD[0.0002526282872156]"
06799847,"USD[76.0463857594166747],USDT[0.0000000123628951]"
06799901,"MATIC[0.0090486900000000],USD[0.0001717861781397],USDT[0.0021276024333800]"
06799916,GHS[50.0000000000000000]
06799922,TRX[248.0002530000000000]
06799926,"TRX[0.0100000000000000],USDT[1.2000000000000000]"
06799935,EUR[0.0000000042751431]
06799938,"AKRO[1.0000000000000000],BAO[1.0000000000000000],GBP[0.0000000010953586],KIN[1.0000000000000000],TRX[0.0000240000000000],USDT[55.5468194688942410]"
06799943,"USD[0.0000000097982848],USDT[0.0000000049253891]"
06799954,"BTC[0.0110248300000000],USD[0.0001666268258722]"
06799964,"DOGE[0.0000000002800000],USD[0.0000000045360456]"
06799979,"ETH[0.3244028800000000],USDT[580.4800000000000000]"
06799980,"BAO[1.0000000000000000],BNB[0.0083571659449152],BTC[0.0000621900000000],DOGE[0.7503305300000000],ETH[0.0000267700000000],FIDA[1.0000000000000000],FTT[1.0887129500000000],MASK[0.0202979500000000],MATIC[0.3919084200000000],PEOPLE[5.9081875700000000],SAND[0.7432000000000000],TRX[0.0101030000000000],USD[0.3116307674750000],USDT[0.1677079365435990]"
06799983,"JPY[706.4711342900000000],USD[5.0000000000419253]"
06800001,USD[0.0077495657000000]
06800003,SOL[27.2268092400000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06800004,USDT[0.0000000065000000]
06800008,"BNB[0.0002776099775981],ETH[0.0002714307262274],SHIB[100000.0000000000000000],USD[-0.9607169545000000],XRP[0.2155155724574932]"
06800011,TRX[4.2428650000000000]
06800014,USD[0.0030598851000000]
06800043,"EUR[0.0000000078722522],USD[0.0080006974000000]"
06800053,"TRX[0.0000000028217402],USD[0.0000135631476444]"
06800067,"BNB[0.0000000388876317],BTC[0.0000000093416959],ETH[0.0000000098505000]"
06800075,"AKRO[2.0000000000000000],CHF[0.0000000073105795],ETH[0.0620000000000000],EUR[0.9076714200000000],UBXT[1.0000000000000000],USD[0.0430308685754455]"
06800079,"EUR[0.0000000125286740],USD[0.0000000084274800]"
06800085,USDT[0.0000013894099084]
06800105,USD[0.0058573767000000]
06800108,CRO[9.9500000000000000]
06800118,"TRX[0.0000280000000000],USDT[0.0000230304305740]"
06800119,EUR[0.0000000131934304]
06800126,"ETH[3.5874676000000000],USDT[0.0036252000000000]"
06800147,"AUD[1256.4896932218589990],DENT[1.0000000000000000],ETH[0.0000042000000000],FTT[13.8346783800000000],KIN[5.0000000000000000],UBXT[2.0000000000000000]"
06800161,USDT[106.8138000000000000]
06800162,"BNB[0.0096000000000000],ETH[0.2554800000000000],ETHW[0.2554800000000000],USD[0.0000000161005416],USDT[-200.5932101997118713]"
06800166,"USD[0.0000000062923220],USDT[0.0000000038058128]"
06800177,"DOGE[0.0005198700000000],USD[0.0000000072293856],XRP[6.6876535600000000]"
06800205,USD[0.0008219835658868]
06800217,"ETHW[0.0007780100000000],TRX[0.5792000000000000],USD[0.0000111622215057],USDC[31508.3199712100000000]"
06800249,"BNB[0.0400200000000000],BTC[0.0000161100000000],SOL[0.3498620000000000],USD[0.4273916940000000],XRP[5.0100000000000000]"
06800260,"USD[-21.1316591522000000],USDT[999.0000000000000000]"
06800264,"SWEAT[0.2768000000000000],USD[6.2500000165718605],USDT[0.0000000041800000]"
06800275,USD[4.5985494600000000]
06800276,"BRZ[0.0000373900000000],USD[0.0000000090963202]"
06800282,USD[0.0006599148000000]
06800296,"BAT[1.0000000000000000],CHZ[1.0000000000000000],CREAM[1.0004577300000000],DENT[1.0000000000000000],DOGE[1.0000000000000000],GBP[0.0724791171172732],KIN[1.0000000000000000],SRM[1.0000000000000000],TONCOIN[13291.4768718400000000],TRX[2.0000000000000000],USDT[0.9216760838569136]"
06800319,USDT[352.2769808700000000]
06800324,"EUR[0.0000000407207875],USD[0.0047760156000000],USDT[0.0092933700000000]"
06800342,"USD[54.9939960462533728],USDT[200.0000000062222662]"
06800347,"ATOM[0.0000000100000000],AVAX[-0.0000000005075951],FTT[0.0002303351329814],UMEE[0.0000000098380378],USD[-0.0002705300537162],USDT[0.0000000096145171]"
06800348,USD[20.0000000000000000]
06800351,BTC[0.6090701300000000]
06800352,"TRX[2.2828314200000000],USDT[43.3046961618576596]"
06800353,"ETH[0.0050000000000000],TRX[1.0000000000000000],USD[2156.01280166659463240000000000],USDC[5.0000000000000000],XRP[5.1136106200000000]"
06800358,USD[1.3307658000000000]
06800371,USD[0.0094432182000000]
06800372,"AAPL[8.0127712027584800],GBP[101.6410337972668445],PAXG[11.1614419220000000],TRYB[0.0000000042100000],TSM[3.7450000000000000],USD[30.9477569002148147]"
06800385,"BAO[1.0000000000000000],TRX[0.0000060000000000],USD[3.4416231204068684]"
06800395,"BTC[0.0000249600000000],HT[0.0976000000000000],USD[0.0967392845319200],USDT[0.0851456740269721]"
06800396,TRX[0.0230010000000000]
06800401,EUR[0.0000000068477362]
06800412,EUR[0.0000000072373409]
06800422,USDT[0.0000000040007027]
06800431,"COIN[7.7900000000000000],GOOGL[0.0008444000000000],USD[510.3141947037527252],USDT[0.0000000082112000]"
06800432,"AGLD[0.6125600700000000],ALICE[0.2876473200000000],ALPHA[0.8702313600000000],ATLAS[222.8171093500000000],BTC[0.0029414002838823],BTT[126582.2784810100000000],DMG[11.0042355300000000],DYDX[0.3167964400000000],ETH[0.0080523800000000],EUL[0.0308019000000000],FTM[4.4217310400000000],FXS[0.0455124500000000],GAL[0.0376464400000000],GALA[24.4940044100000000],GARI[1.5163660400000000],GBP[0.0000423752740860],GMT[0.7763984300000000],GODS[0.2486818800000000],GRT[1.0100610100000000],HBB[0.2569561040000000],HMT[1.4842857900000000],HNT[0.0397103900000000],HUM[2.2637644800000000],IMX[0.5971908738460000],JET[1.1416509000000000],KIN[1.0000000000000000],LDO[0.3268451400000000],LINA[13.3678759200000000],LOOKS[1.9720907700000000],MANA[1.4246877200000000],MTA[0.8023222400000000],PERP[0.1749576000000000],PRISM[17.4957310400000000],PUNDIX[0.2054728000000000],RAY[3.5267943700000000],REEF[56.9746462800000000],RSR[21.0405609400000000],SOL[0.3760398800000000],SPELL[96.0882474400000000],SRM[0.6493746400000000],STG[0.1903060600000000],STMX[13.8144634600000000],SWEAT[6.5689621100000000],SYN[0.1542278200000000],TONCOIN[0.2872533100000000],TRU[1.8436629100000000],TRYB[1.8518367600000000],UBXT[18.5217083600000000],USD[0.0001585534876090],VGX[0.3413070200000000],WAXL[0.1597990100000000],WFLOW[0.2931525700000000]"
06800434,"BTC[0.0000028200000000],XRP[0.0462038500000000]"
06800435,"BNB[0.0000000017114650],MATIC[0.0000000006788100],USDT[0.0000000062382069]"
06800452,ALGO[0.0000000010916882]
06800464,BTC[0.0010000000000000]
06800479,USD[0.0913252400000000]
06800481,"ETH[0.0009993666479813],ETHW[0.0000000095960200],MATIC[0.0000000033318556],USD[-0.9464294792165881],USDT[0.0011836200000000]"
06800483,"EURT[0.2155619100000000],USD[0.0000000020000000]"
06800486,USDT[1.2580723200000000]
06800487,USD[0.0006604094000000]
06800519,USD[0.0000002274221630]
06800532,USD[3.9977397340000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06800551,"BNB[0.0099920000000000],BTC[0.3178798900000000],ETH[0.0029688000000000],FTT[2.7982600000000000],LINK[0.0996800000000000],LTC[0.0494420000000000],USD[268.7333965651014726]"
06800556,USD[1.5114383600000000]
06800557,"BTC[0.0000000058000000],FTT[25.0990500000000000],TRX[0.0000240000000000],USD[0.0000531389730602]"
06800576,"EUR[0.0000000112262870],USD[0.0000000054068577]"
06800580,USD[0.0050220946000000]
06800583,"EUR[0.0000000114592977],USD[0.0020931052000000],USDT[0.0015094600000000]"
06800584,"TRX[0.9300903700000000],USDT[145.0537746697135171]"
06800593,USD[1335.68674465950000000000000000]
06800619,LTC[0.0069870000000000]
06800634,"EUR[0.0000000086137362],USDT[0.0696483300000000]"
06800635,"BRZ[0.0076556546075634],USD[0.0000000052239220]"
06800649,USD[0.0921918700000000]
06800665,USDT[0.0000041079644432]
06800671,"EUR[0.0000000065338304],USDT[0.7338262900000000]"
06800673,"TRX[0.0300870000000000],USDT[3130.4766970000000000]"
06800676,"SOL[0.7800000000000000],TRX[2.0000000000000000],USD[8.4683907000000000],USDT[17.0341300802250000]"
06800680,"BNB[0.0000000300000000],TRX[0.0001463600000000],USDT[0.0000354838194793]"
06800689,"LTC[0.0030443000000000],MATIC[30.9936000000000000],TRX[0.4338990100000000],USD[0.3455225258591067],USDT[0.0000000086476338]"
06800700,"LTC[0.0042870000000000],TONCOIN[280.5109660000000000],TRX[0.0000140000000000],USD[208.4637569097500000]"
06800708,EUR[0.0000000070358370]
06800757,USD[53.2158358879000000]
06800758,USD[0.0001412023811256]
06800763,USD[50.0100000000000000]
06800768,USD[0.0007106334000000]
06800778,"AUD[0.0001499423232189],BTC[0.0033346100000000]"
06800790,USDT[0.8650000000000000]
06800811,"ETH[0.0000000064472356],GBP[0.0000242683493843],KIN[1.0000000000000000]"
06800816,USD[1.3332200921000000]
06800818,"USD[-1.03086779367844380000000000],USDT[8.9532377700000000]"
06800828,"TRX[0.0000030000000000],USD[0.0000000047576300],USDT[0.0000000010138800]"
06800841,USD[0.0083144513000000]
06800871,"USD[-8.1518277080115050],USDT[199.7100000000000000]"
06800885,"BTC[0.0000566618581188],SOL[0.0000000020014214],USD[21.5776391535213179]"
